ｻｰﾋﾞｽ種類,区名,介護保険事業所番号,申請者-法人名,事業所-名称,事業所-郵便番号,事業所-所在地,事業所-直通電話番号,事業所-FAX番号,状態区分,介護,予防,経度,緯度
通所介護,安佐南区,3470214176,株式会社ツクイ,ツクイ広島中筋,731-0122,広島市安佐南区中筋一丁目４番８号,082-831-8332,082-831-8334,現存,○,,132.2836165,34.27079936
通所介護,安佐南区,3470215207,T&TWAMサポート株式会社,ここから中筋,731-0122,広島市安佐南区中筋一丁目9番20号,082-962-3012,082-962-3013,現存,○,,132.2834349,34.27007951
通所介護,安佐南区,3470214317,株式会社ハートアンサンブル,デイサービス梅の里,731-0122,広島市安佐南区中筋二丁目１７番５６号,082-554-1234,082-554-1235,現存,○,,132.2843938,34.26559481
通所介護,安佐南区,3470211370,医療法人あすか,デイサービスセンターまやるちょーく大町,731-0121,広島市安佐南区中須一丁目２６番１２号,082-879-1225,082-879-1168,現存,○,,132.2818028,34.27407473
通所介護,安佐南区,3470208046,医療法人信愛会,デイサービス長楽,731-0143,広島市安佐南区長楽寺三丁目８番８号,082-832-8080,082-832-8081,現存,○,,132.253032,34.28253441
通所介護,安佐南区,3470213855,株式会社アイ・テック,ふれあいデイサービス・安佐南,731-0136,広島市安佐南区長束西二丁目１１番５号,082-237-6680,082-237-6681,現存,○,,132.2710628,34.25505151
通所介護,安佐南区,3470215454,株式会社ニックス,ニックスデイサービスベース長束,731-0135,広島市安佐南区長束二丁目１２番２８号,082-962-7404,082-962-7406,現存,○,,132.2732474,34.25435981
通所介護,安佐南区,3470203294,社会福祉法人慈光会,デイサービスセンター東原慈光園,731-0112,広島市安佐南区東原三丁目１４番４号,082-850-1108,082-850-1107,現存,○,,132.2850864,34.26522611
通所介護,安佐南区,3470212741,株式会社L.S.I.,デイサービスセンターかがやき安佐南,731-0111,広島市安佐南区東野二丁目１８番６号,082-831-1178,082-831-1179,現存,○,,132.2912327,34.26556674
通所介護,安佐南区,3470201454,社会福祉法人和楽会,和楽荘通所介護事業部,731-3169,広島市安佐南区伴西五丁目１４３２番地１,082-848-5000,082-848-4579,現存,○,,132.2233007,34.27343606
通所介護,安佐南区,3470205166,広島医療生活協同組合,沼田診療所デイサービス,731-3164,広島市安佐南区伴東七丁目３８番１０号,082-848-4486,082-848-5208,現存,○,,132.2455539,34.2750097
通所介護,安佐南区,3470202049,社会福祉法人広島良城会,デイサービスセンター友愛園,731-3164,広島市安佐南区伴東二丁目３０番１１号,082-848-2626,082-848-7333,現存,○,,132.2455878,34.28299559
通所介護,安佐南区,3470200811,医療法人あすか,デイサービスセンターしゅりあちょーく,731-0151,広島市安佐南区毘沙門台東一丁目２４番１６号,082-830-0552,082-830-0553,現存,○,,132.2800458,34.28495048
通所介護,安佐南区,3470207386,サンキ・ウエルビィ株式会社,サンキ・ウエルビィデイサービスセンター緑井,731-0103,広島市安佐南区緑井一丁目２１番９号阿佐ビル一棟,082-831-1331,082-831-1332,現存,○,,132.283855,34.27424077
通所介護,安佐南区,3470213897,山根木材ライフケア株式会社,デイサービスきたえるーむ広島緑井,731-0103,広島市安佐南区緑井二丁目２７番４号,082-836-7944,082-836-7945,現存,○,,132.281645,34.27588819
通所介護,安佐北区,3470106638,有限会社平野,通所介護事業所ファミリー,731-3361,広島市安佐北区あさひが丘一丁目１番８号,082-838-4183,082-838-2600,現存,○,,132.2630799,34.30032604
通所介護,安佐北区,3470101092,社会福祉法人あさ,デイサービスセンターみくに,731-3362,広島市安佐北区安佐町久地字日ノ浦３２４０番地６５,082-837-0767,082-837-0771,現存,○,,132.2423424,34.31207462
通所介護,安佐北区,3470103858,社会福祉法人ＩＧＬ学園福祉会,ＩＧＬデイサービスゆうゆう,731-3352,広島市安佐北区安佐町後山１２４１５番地５,082-838-3100,082-838-3444,現存,○,,132.2649438,34.30321792
通所介護,安佐北区,3470104682,有限会社２１,デイサービス愛,731-1142,広島市安佐北区安佐町飯室１４５１番地,082-835-2123,082-810-2158,現存,○,,132.2653275,34.33127433
通所介護,安佐北区,3470109442,社会福祉法人ひろしま四季の会,デイサービスセンターこころ,731-1141,広島市安佐北区安佐町鈴張２６８８番地,082-554-8600,082-554-8601,現存,○,,132.2716989,34.34456361
通所介護,安佐北区,3470103312,医療法人社団花水木会,デイサービスセンターすずはり,731-1141,広島市安佐北区安佐町鈴張５００４番地９,082-810-2002,082-810-2028,現存,○,,132.2727965,34.34546509
通所介護,安佐北区,3470105820,サンキ・ウエルビィ株式会社,サンキ・ウエルビィデイサービスセンター可部,731-0221,広島市安佐北区可部三丁目１番２６号,082-819-0181,082-819-0182,現存,○,,132.3050447,34.3131279
通所介護,安佐北区,3470104161,医療法人秀仁会,デイサービスセンター菜の花,731-0221,広島市安佐北区可部四丁目２１番１１号,082-815-1150,082-881-2111,現存,○,,132.3025806,34.30594933
通所介護,安佐北区,3470110598,医療法人社団恵正会,にのみやデイサービス・アクア,731-0221,広島市安佐北区可部四丁目６番２号ＹＮビル２Ｆ,082-810-0500,082-810-0501,現存,○,,132.3029703,34.31088751
通所介護,安佐北区,3470105036,社会福祉法人フェニックス,デイサービスセンターかんべ村,731-0221,広島市安佐北区可部七丁目１３番１５－１－７号,082-812-3588,082-812-3589,現存,○,,132.3039456,34.31277285
通所介護,安佐北区,3470107438,株式会社ワールドステイ,デイサービスセンター春日和平政,731-0221,広島市安佐北区可部七丁目１９番８号,082-814-7350,082-814-7351,現存,○,,132.3041081,34.31342433
通所介護,安佐北区,3470104815,広島リハビリテーション福祉会株式会社,デイサービスセンターかわぐち,731-0214,広島市安佐北区可部町桐原字中尾１０５８番地２,082-818-7800,082-818-7800,現存,○,,132.3216526,34.32153497
通所介護,安佐北区,3470110622,有限会社アップマテリアル,デイサービス孫の手,731-0223,広島市安佐北区可部南一丁目８番４４号,082-819-3360,082-819-3361,現存,○,,132.3100418,34.29496468
通所介護,安佐北区,3470107966,社会福祉法人広島県同胞援護財団,デイサービスセンター可部南静養園,731-0223,広島市安佐北区可部南二丁目１９番３３号,082-562-2506,082-819-2155,現存,○,,132.3108831,34.30036024
通所介護,安佐北区,3470108642,医療法人秀仁会,トレーニングセンター菜の花畑,731-0221,広島市安佐北区可部六丁目１４番８号,082-516-7727,082-516-7726,現存,○,,132.3022278,34.31313995
通所介護,安佐北区,3470108295,日本基準寝具株式会社,エコール・デイ高陽,739-1742,広島市安佐北区亀崎一丁目２番３３号,082-841-4566,082-841-4577,現存,○,,132.3125219,34.28537942
通所介護,安佐北区,3470109574,株式会社百合花,百合花可部デイサービス,731-0231,広島市安佐北区亀山一丁目１４番１７－５号,082-554-6249,082-554-6249,現存,○,,132.2959093,34.30571296
通所介護,安佐北区,3470104641,医療法人社団恵正会,にのみやデイサービスセンター・アネックス,731-0231,広島市安佐北区亀山一丁目１７番１６号,082-819-1155,082-815-3011,現存,○,,132.3005741,34.3055794
通所介護,安佐北区,3470109269,社会福祉法人かつぎ会,デイサービスセンター亀山の里,731-0231,広島市安佐北区亀山九丁目１０番２５号,082-819-3355,082-819-3356,現存,○,,132.2849884,34.3206104
通所介護,安佐北区,3470106083,株式会社いでしたケアサービス,いでしたリハビリステーション亀山,731-0231,広島市安佐北区亀山五丁目３番１９号,082-881-1002,082-881-4111,現存,○,,132.3009209,34.31267357
通所介護,安佐北区,3470101985,医療法人社団恵正会,にのみやシニア・フィットネス,731-0231,広島市安佐北区亀山三丁目２４番１７号,082-819-1216,082-819-1232,現存,○,,132.2957929,34.31168694
通所介護,安佐北区,3470104534,医療法人おきた内科クリニック,デイサービスサンバリー高陽,739-1734,広島市安佐北区口田四丁目２０番１３号,082-841-0036,082-841-0056,現存,○,,132.3023643,34.28073761
通所介護,安佐北区,3470108790,社会福祉法人信々会,デイサービスもみの木くちた,739-1733,広島市安佐北区口田南一丁目９番８号,082-516-4165,082-516-6541,現存,○,,132.2930301,34.27163101
通所介護,安佐北区,3470110119,株式会社共生,TAKE５,739-1733,広島市安佐北区口田南八丁目１７番１８号,082-516-8360,082-516-8370,現存,○,,132.3021886,34.27478508
通所介護,安佐北区,3470105150,医療法人吉川医院,吉川医院デイサービスセンター,731-0211,広島市安佐北区三入六丁目１番４号,082-810-5211,082-810-5221,現存,○,,132.320601,34.32497954
通所介護,安佐北区,3470108303,医療法人おかもと整形外科クリニック,デイサービスセンターオークス上深川,739-1752,広島市安佐北区上深川町森乃木７３４番地１,082-840-3355,082-840-3356,現存,○,,132.3337639,34.28274396
通所介護,安佐北区,3470109632,社会福祉法人三篠会,デイサービスセンター高陽荘,739-1751,広島市安佐北区深川八丁目３６番７号,082-842-2266,082-845-5090,現存,○,,132.3224002,34.28096511
通所介護,安佐北区,3470101241,社会福祉法人三篠会,デイサービスリアライヴ高陽,739-1741,広島市安佐北区真亀一丁目1番８号,082-843-3223,082-516-7600,現存,○,,132.3112283,34.28537353
通所介護,安佐北区,3470110416,株式会社アールプラス,活リハトパーズ高陽,739-1741,広島市安佐北区真亀三丁目１番１号１-２-２号区画,082-841-1200,082-841-1201,現存,○,,132.3056526,34.29067492
通所介護,安佐北区,3470102926,社会福祉法人可部大文字会,デイサービスセンター山まゆ,731-0202,広島市安佐北区大林町字根谷１６２番地の２,082-818-6011,082-818-6066,現存,○,,132.3345057,34.3416313
通所介護,安佐北区,3470104419,医療法人社団恵正会,通所介護事業所みた,739-1521,広島市安佐北区白木町三田栗原７００５番地１,082-810-6600,082-829-0135,現存,○,,132.3708319,34.31217842
通所介護,安佐北区,3470103304,医療法人社団緑雨会,医療法人社団緑雨会デイサービスあおぞら,739-1731,広島市安佐北区落合一丁目１７番１２号,082-841-2020,082-841-2025,現存,○,,132.3039075,34.28257221
通所介護,安佐北区,3470103874,医療法人社団加藤会,デイサービスちかいの里,739-1731,広島市安佐北区落合五丁目１番１０号,082-842-8270,082-842-8380,現存,○,,132.3047652,34.28492236
通所介護,安佐北区,3470103262,医療法人社団あと会,高陽デイサービス,739-1732,広島市安佐北区落合南一丁目１１番２２号,082-845-3676,082-843-0007,現存,○,,132.3026702,34.28041929
通所介護,安佐北区,3470102835,社会福祉法人正仁会,なごみの郷通所介護事業所,739-1732,広島市安佐北区落合南町１９６番１,082-841-1333,082-841-1336,現存,○,,132.3050388,34.27419963
通所介護,安芸区,3470100870,社会福祉法人あと会,デイサービスセンターくにくさ,731-4231,広島市安芸区阿戸町４１８番地の１,082-856-0222,082-856-0115,現存,○,,132.3726793,34.22249147
通所介護,安芸区,3470102116,医療法人せせらぎ会,さなだ内科デイサービスセンター,739-0311,広島市安芸区瀬野二丁目１２番９号,082-820-3660,082-820-3002,現存,○,,132.3543715,34.2521508
通所介護,安芸区,3470109814,社会福祉法人共助会,デイサービス瀬野時計台,739-0311,広島市安芸区瀬野二丁目１７番３０号,082-880-0020,082-880-0021,現存,○,,132.3535915,34.25214726
通所介護,安芸区,3470105564,有限会社ウエルビーイング,さくら倶楽部,736-0081,広島市安芸区船越一丁目５０番３３号,082-824-4311,082-824-4301,現存,○,,132.3058621,34.22369954
通所介護,安芸区,3470105481,サンキ・ウエルビィ株式会社,サンキ・ウエルビィデイサービスセンター安芸,736-0082,広島市安芸区船越南三丁目２５番３８号,082-821-1660,082-821-0253,現存,○,,132.3136481,34.22149046
